"annotation_id","annotator","created_at","id","label","lead_time","text","updated_at"
276,"1","2025-08-29T10:01:23.876515Z","sms-00153","ham",4.129,"Yup i thk cine is better cos no need 2 go down 2 plaza mah.","2025-08-29T10:01:23.876534Z"
277,"1","2025-08-29T10:01:26.550277Z","sms-00154","ham",2.509,"Ok... Ur typical reply...","2025-08-29T10:01:26.550298Z"
278,"1","2025-08-29T10:01:30.763132Z","sms-00155","spam",4.057,"As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune","2025-08-29T10:01:30.763148Z"
279,"1","2025-08-29T10:01:47.112829Z","sms-00156","ham",16.183,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.","2025-08-29T10:01:47.112848Z"
280,"1","2025-08-29T10:01:53.973515Z","sms-00157","ham",6.687,"Aaooooright are you at work?","2025-08-29T10:01:53.973536Z"
281,"1","2025-08-29T10:01:55.465662Z","sms-00158","ham",1.321,"I'm leaving my house now...","2025-08-29T10:01:55.465682Z"
282,"1","2025-08-29T10:02:02.266992Z","sms-00159","ham",6.629,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?","2025-08-29T10:02:02.267011Z"
283,"1","2025-08-29T10:02:08.406377Z","sms-00160","spam",5.982,"Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery","2025-08-29T10:02:08.406397Z"
284,"1","2025-08-29T10:02:10.684111Z","sms-00161","spam",2.115,"You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810","2025-08-29T10:02:10.684132Z"
285,"1","2025-08-29T10:02:14.344609Z","sms-00162","ham",3.504,"Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life","2025-08-29T10:02:14.344625Z"
286,"1","2025-08-29T10:02:18.374885Z","sms-00163","ham",3.839,"New car and house for my parents.:)i have only new job in hand:)","2025-08-29T10:02:18.374903Z"
287,"1","2025-08-29T10:02:22.101596Z","sms-00164","ham",3.568,"I'm so in love with you. I'm excited each day i spend with you. You make me so happy.","2025-08-29T10:02:22.101614Z"
288,"1","2025-08-29T10:02:27.760784Z","sms-00165","spam",5.506,"-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468","2025-08-29T10:02:27.760801Z"
289,"1","2025-08-29T10:02:32.674684Z","sms-00166","spam",4.755,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu","2025-08-29T10:02:32.674705Z"
290,"1","2025-08-29T10:02:34.510689Z","sms-00167","ham",1.672,"I place all ur points on e cultures module already.","2025-08-29T10:02:34.510711Z"
291,"1","2025-08-29T10:02:37.859246Z","sms-00168","spam",3.147,"URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only","2025-08-29T10:02:37.859271Z"
292,"1","2025-08-29T10:02:41.711434Z","sms-00169","ham",3.682,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?","2025-08-29T10:02:41.711450Z"
293,"1","2025-08-29T10:02:45.195488Z","sms-00170","ham",3.325,"Great escape. I fancy the bridge but needs her lager. See you tomo ","2025-08-29T10:02:45.195509Z"
294,"1","2025-08-29T10:02:49.786947Z","sms-00171","ham",4.427,"Yes :)it completely in out of form:)clark also utter waste.","2025-08-29T10:02:49.786965Z"
295,"1","2025-08-29T10:02:57.211647Z","sms-00172","ham",7.259,"Sir, I need AXIS BANK account no and bank address.","2025-08-29T10:02:57.211667Z"
296,"1","2025-08-29T10:03:05.238824Z","sms-00173","ham",7.882,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ","2025-08-29T10:03:05.238847Z"
297,"1","2025-08-29T10:03:08.916012Z","sms-00174","ham",3.514,"What time you coming down later? ","2025-08-29T10:03:08.916032Z"
298,"1","2025-08-29T10:03:16.038557Z","sms-00175","ham",6.946,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ","2025-08-29T10:03:16.038579Z"
299,"1","2025-08-29T10:03:23.073373Z","sms-00176","ham",6.848,"Well, i'm gonna finish my bath now. Have a good...fine night.","2025-08-29T10:03:23.073392Z"
300,"1","2025-08-29T10:03:27.029978Z","sms-00177","ham",3.804,"Let me know when you've got the money so carlos can make the call","2025-08-29T10:03:27.029998Z"
301,"1","2025-08-29T10:03:30.300937Z","sms-00178","ham",3.104,"U still going to the mall?","2025-08-29T10:03:30.300955Z"
302,"1","2025-08-29T10:03:39.370900Z","sms-00179","ham",8.896,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth","2025-08-29T10:03:39.370922Z"
303,"1","2025-08-29T10:03:43.541966Z","sms-00180","ham",3.993,"Text her. If she doesnt reply let me know so i can have her log in","2025-08-29T10:03:43.541988Z"
304,"1","2025-08-29T10:03:49.741474Z","sms-00181","spam",6.01,"Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.","2025-08-29T10:03:49.741492Z"
305,"1","2025-08-29T10:04:03.544361Z","sms-00182","ham",13.644,"You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend","2025-08-29T10:04:03.544377Z"
306,"1","2025-08-29T10:04:06.250821Z","sms-00183","ham",2.532,"Lol no. U can trust me.","2025-08-29T10:04:06.250839Z"
307,"1","2025-08-29T10:04:09.751261Z","sms-00184","ham",3.328,"ok. I am a gentleman and will treat you with dignity and respect.","2025-08-29T10:04:09.751282Z"
308,"1","2025-08-29T10:04:12.220890Z","sms-00185","ham",2.295,"He will, you guys close?","2025-08-29T10:04:12.220906Z"
309,"1","2025-08-29T10:04:15.550269Z","sms-00186","ham",3.144,"Going on nothing great.bye","2025-08-29T10:04:15.550306Z"
310,"1","2025-08-29T10:04:23.417874Z","sms-00187","ham",7.703,"Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?","2025-08-29T10:04:23.417891Z"
311,"1","2025-08-29T10:04:25.387607Z","sms-00188","ham",1.795,"Haha awesome, be there in a minute","2025-08-29T10:04:25.387626Z"
312,"1","2025-08-29T10:04:27.353840Z","sms-00189","spam",1.802,"Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!","2025-08-29T10:04:27.353854Z"
313,"1","2025-08-29T10:04:29.844222Z","sms-00190","ham",2.321,"Have you got Xmas radio times. If not i will get it now","2025-08-29T10:04:29.844236Z"
314,"1","2025-08-29T10:04:32.566560Z","sms-00191","ham",2.553,"I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...","2025-08-29T10:04:32.566578Z"
315,"1","2025-08-29T10:04:36.551743Z","sms-00192","spam",3.817,"Are you unique enough? Find out from 30th August. www.areyouunique.co.uk","2025-08-29T10:04:36.551764Z"
316,"1","2025-08-29T10:04:45.989571Z","sms-00193","ham",9.274,"I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|","2025-08-29T10:04:45.989593Z"
317,"1","2025-08-29T10:04:48.013406Z","sms-00194","ham",1.861,"Hi :)finally i completed the course:)","2025-08-29T10:04:48.013425Z"
318,"1","2025-08-29T10:04:51.510924Z","sms-00195","ham",3.334,"It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.","2025-08-29T10:04:51.510941Z"
319,"1","2025-08-29T10:04:54.807670Z","sms-00196","ham",3.13,"How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day","2025-08-29T10:04:54.807689Z"
320,"1","2025-08-29T10:04:57.712757Z","sms-00197","ham",2.743,"Gud mrng dear hav a nice day","2025-08-29T10:04:57.712776Z"
321,"1","2025-08-29T10:04:59.632423Z","sms-00198","ham",1.757,"Did u got that persons story","2025-08-29T10:04:59.632444Z"
322,"1","2025-08-29T10:05:04.439381Z","sms-00199","ham",4.637,"is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ","2025-08-29T10:05:04.439398Z"
323,"1","2025-08-29T10:05:14.711632Z","sms-00200","ham",10.056,"Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx","2025-08-29T10:05:14.711650Z"
324,"1","2025-08-29T10:05:17.241771Z","sms-00201","ham",2.365,"Found it, ENC  &lt;#&gt; , where you at?","2025-08-29T10:05:17.241787Z"
325,"1","2025-08-29T10:05:21.817177Z","sms-00202","ham",4.411,"I sent you  &lt;#&gt;  bucks","2025-08-29T10:05:21.817194Z"
326,"1","2025-08-29T10:05:27.509254Z","sms-00203","ham",5.527,"Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx","2025-08-29T10:05:27.509271Z"
327,"1","2025-08-29T10:05:40.817953Z","sms-00204","spam",13.125,"Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .","2025-08-29T10:05:40.817979Z"
328,"1","2025-08-29T10:05:42.899650Z","sms-00205","ham",1.897,"Goodmorning sleeping ga.","2025-08-29T10:05:42.899674Z"
329,"1","2025-08-29T10:05:44.395080Z","sms-00206","ham",1.325,"U call me alter at 11 ok.","2025-08-29T10:05:44.395099Z"
330,"1","2025-08-29T10:05:50.991021Z","sms-00207","unclear",6.413,"Ü say until like dat i dun buy ericsson oso cannot oredi lar...","2025-08-29T10:05:50.991039Z"
331,"1","2025-08-29T10:05:55.275094Z","sms-00208","ham",4.096,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.","2025-08-29T10:05:55.275115Z"
332,"1","2025-08-29T10:06:01.119145Z","sms-00209","ham",5.651,"Aight yo, dats straight dogg","2025-08-29T10:06:01.119153Z"
333,"1","2025-08-29T10:06:06.427904Z","sms-00210","ham",5.146,"You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill","2025-08-29T10:06:06.427934Z"
334,"1","2025-08-29T10:06:10.250574Z","sms-00211","ham",3.626,"Both :) i shoot big loads so get ready!","2025-08-29T10:06:10.250588Z"
335,"1","2025-08-29T10:06:13.451177Z","sms-00212","ham",3.043,"What's up bruv, hope you had a great break. Do have a rewarding semester.","2025-08-29T10:06:13.451196Z"
336,"1","2025-08-29T10:06:16.840884Z","sms-00213","ham",3.199,"Home so we can always chat","2025-08-29T10:06:16.840899Z"
337,"1","2025-08-29T10:06:20.573803Z","sms-00214","ham",3.562,"K:)k:)good:)study well.","2025-08-29T10:06:20.573818Z"
338,"1","2025-08-29T10:06:25.927179Z","sms-00215","ham",5.196,"Yup... How ü noe leh...","2025-08-29T10:06:25.927201Z"
339,"1","2025-08-29T10:06:28.444607Z","sms-00216","ham",2.355,"Sounds great! Are you home now?","2025-08-29T10:06:28.444625Z"
340,"1","2025-08-29T10:06:34.702449Z","sms-00217","ham",6.082,"Finally the match heading towards draw as your prediction.","2025-08-29T10:06:34.702466Z"
341,"1","2025-08-29T10:06:39.305472Z","sms-00218","ham",4.396,"Tired. I haven't slept well the past few nights.","2025-08-29T10:06:39.305482Z"
342,"1","2025-08-29T10:06:41.100937Z","sms-00219","ham",1.65,"Easy ah?sen got selected means its good..","2025-08-29T10:06:41.100957Z"
343,"1","2025-08-29T10:06:42.834943Z","sms-00220","ham",1.572,"I have to take exam with march 3","2025-08-29T10:06:42.834963Z"
344,"1","2025-08-29T10:06:48.057986Z","sms-00221","ham",5.043,"Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.","2025-08-29T10:06:48.058003Z"
345,"1","2025-08-29T10:06:49.915341Z","sms-00222","ham",1.666,"Ok no prob. Take ur time.","2025-08-29T10:06:49.915359Z"
346,"1","2025-08-29T10:07:04.712346Z","sms-00223","ham",14.614,"There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..","2025-08-29T10:07:04.712360Z"
347,"1","2025-08-29T10:07:08.528906Z","sms-00224","ham",3.64,"Sorry, I'll call later","2025-08-29T10:07:08.528935Z"
348,"1","2025-08-29T10:07:17.182121Z","sms-00225","ham",8.469,"U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.","2025-08-29T10:07:17.182134Z"
349,"1","2025-08-29T10:07:20.960117Z","sms-00226","spam",3.359,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18","2025-08-29T10:07:20.960130Z"
350,"1","2025-08-29T10:07:23.920853Z","sms-00227","ham",2.76,"Would really appreciate if you call me. Just need someone to talk to.","2025-08-29T10:07:23.920867Z"
351,"1","2025-08-29T10:07:28.848389Z","sms-00228","spam",4.721,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES","2025-08-29T10:07:28.848401Z"
352,"1","2025-08-29T10:07:33.148236Z","sms-00229","unclear",4.073,"Hey company elama po mudyadhu.","2025-08-29T10:07:33.148253Z"
353,"1","2025-08-29T10:07:40.592800Z","sms-00230","ham",7.247,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .","2025-08-29T10:07:40.592815Z"
354,"1","2025-08-29T10:07:43.720172Z","sms-00231","ham",2.954,"Dear good morning now only i am up","2025-08-29T10:07:43.720198Z"
355,"1","2025-08-29T10:07:48.260157Z","sms-00232","ham",4.358,"Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.","2025-08-29T10:07:48.260176Z"
356,"1","2025-08-29T10:07:51.118566Z","sms-00233","ham",2.69,"Dear we are going to our rubber place","2025-08-29T10:07:51.118584Z"
357,"1","2025-08-29T10:07:54.150700Z","sms-00234","ham",2.837,"Sorry battery died, yeah I'm here","2025-08-29T10:07:54.150715Z"
358,"1","2025-08-29T10:07:59.423778Z","sms-00235","ham",5.098,"Yes:)here tv is always available in work place..","2025-08-29T10:07:59.423794Z"
359,"1","2025-08-29T10:08:06.048184Z","sms-00236","spam",6.453,"Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence","2025-08-29T10:08:06.048202Z"
360,"1","2025-08-29T10:08:08.888061Z","sms-00237","ham",2.673,"I have printed it oh. So  &lt;#&gt;  come upstairs","2025-08-29T10:08:08.888078Z"
361,"1","2025-08-29T10:08:12.787682Z","sms-00238","ham",3.707,"Or ill be a little closer like at the bus stop on the same street","2025-08-29T10:08:12.787697Z"
362,"1","2025-08-29T10:08:14.836069Z","sms-00239","ham",1.878,"Where are you?when wil you reach here?","2025-08-29T10:08:14.836088Z"
363,"1","2025-08-29T10:08:22.823149Z","sms-00240","ham",7.803,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!","2025-08-29T10:08:22.823169Z"
364,"1","2025-08-29T10:08:27.519333Z","sms-00241","spam",4.511,"U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597","2025-08-29T10:08:27.519350Z"
365,"1","2025-08-29T10:08:33.033758Z","sms-00242","ham",5.355,"Tomarrow final hearing on my laptop case so i cant.","2025-08-29T10:08:33.033773Z"
366,"1","2025-08-29T10:08:36.353584Z","sms-00243","ham",3.138,"PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx","2025-08-29T10:08:36.353600Z"
367,"1","2025-08-29T10:08:40.893844Z","sms-00244","ham",4.363,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.","2025-08-29T10:08:40.893858Z"
368,"1","2025-08-29T10:08:53.078534Z","sms-00245","ham",11.99,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...","2025-08-29T10:08:53.078553Z"
369,"1","2025-08-29T10:08:55.826717Z","sms-00246","ham",2.564,"U don't remember that old commercial?","2025-08-29T10:08:55.826731Z"
370,"1","2025-08-29T10:09:00.404008Z","sms-00247","ham",4.401,"Too late. I said i have the website. I didn't i have or dont have the slippers","2025-08-29T10:09:00.404022Z"
371,"1","2025-08-29T10:09:02.076081Z","sms-00248","ham",1.485,"I asked you to call him now ok","2025-08-29T10:09:02.076103Z"
372,"1","2025-08-29T10:09:06.180429Z","sms-00249","ham",3.922,"Kallis wont bat in 2nd innings.","2025-08-29T10:09:06.180449Z"
373,"1","2025-08-29T10:09:11.965979Z","sms-00250","ham",5.592,"It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.","2025-08-29T10:09:11.965996Z"
374,"1","2025-08-29T10:09:15.642203Z","sms-00251","spam",3.488,"Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16","2025-08-29T10:09:15.642223Z"
375,"1","2025-08-29T10:09:23.200565Z","sms-00252","ham",7.325,"Ranjith cal drpd Deeraj and deepak 5min hold","2025-08-29T10:09:23.200583Z"
376,"1","2025-08-29T10:09:28.977278Z","sms-00253","ham",5.6,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.","2025-08-29T10:09:28.977289Z"
377,"1","2025-08-29T10:09:30.578559Z","sms-00254","ham",1.399,"What you doing?how are you?","2025-08-29T10:09:30.578577Z"
378,"1","2025-08-29T10:09:39.735157Z","sms-00255","ham",8.981,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.","2025-08-29T10:09:39.735169Z"
379,"1","2025-08-29T10:09:41.184322Z","sms-00256","ham",1.267,"I'm back, lemme know when you're ready","2025-08-29T10:09:41.184339Z"
380,"1","2025-08-29T10:09:45.858194Z","sms-00257","ham",4.479,"Don't necessarily expect it to be done before you get back though because I'm just now headin out","2025-08-29T10:09:45.858210Z"
381,"1","2025-08-29T10:09:51.058334Z","sms-00258","ham",5.02,"Mmm so yummy babe ... Nice jolt to the suzy","2025-08-29T10:09:51.058345Z"
382,"1","2025-08-29T10:09:55.971509Z","sms-00259","ham",4.727,"Where are you lover ? I need you ...","2025-08-29T10:09:55.971523Z"
383,"1","2025-08-29T10:09:59.591625Z","sms-00260","spam",3.448,"We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW","2025-08-29T10:09:59.591640Z"
384,"1","2025-08-29T10:10:04.284799Z","sms-00261","ham",4.502,"I‘m parked next to a MINI!!!! When are you coming in today do you think?","2025-08-29T10:10:04.284813Z"
385,"1","2025-08-29T10:10:05.973805Z","sms-00262","ham",1.51,"Yup","2025-08-29T10:10:05.973826Z"
386,"1","2025-08-29T10:10:11.336240Z","sms-00263","ham",5.195,"Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.","2025-08-29T10:10:11.336255Z"
387,"1","2025-08-29T10:10:35.089713Z","sms-00264","ham",23.567,"MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*","2025-08-29T10:10:35.089727Z"
388,"1","2025-08-29T10:10:39.380738Z","sms-00265","spam",4.107,"Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698","2025-08-29T10:10:39.380757Z"
389,"1","2025-08-29T10:10:45.542160Z","sms-00266","ham",5.965,"Why you Dint come with us.","2025-08-29T10:10:45.542180Z"
390,"1","2025-08-29T10:10:51.572210Z","sms-00267","ham",5.845,"Same. Wana plan a trip sometme then","2025-08-29T10:10:51.572226Z"
391,"1","2025-08-29T10:10:53.967349Z","sms-00268","ham",2.202,"Not sure yet, still trying to get a hold of him","2025-08-29T10:10:53.967366Z"
392,"1","2025-08-29T10:10:55.471739Z","sms-00269","spam",1.329,"Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT","2025-08-29T10:10:55.471749Z"
393,"1","2025-08-29T10:10:59.774892Z","sms-00270","ham",4.141,"The evo. I just had to download flash. Jealous?","2025-08-29T10:10:59.774911Z"
394,"1","2025-08-29T10:11:04.591471Z","sms-00271","spam",4.634,"Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.","2025-08-29T10:11:04.591489Z"
395,"1","2025-08-29T10:11:11.219247Z","sms-00272","ham",6.432,"Come to mu, we're sorting out our narcotics situation","2025-08-29T10:11:11.219263Z"
396,"1","2025-08-29T10:11:18.433666Z","sms-00273","ham",7.03,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.","2025-08-29T10:11:18.433679Z"
397,"1","2025-08-29T10:11:21.567588Z","sms-00274","spam",2.933,"HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com","2025-08-29T10:11:21.567608Z"
398,"1","2025-08-29T10:11:24.649515Z","sms-00275","ham",2.905,"Usf I guess, might as well take 1 car","2025-08-29T10:11:24.649531Z"
399,"1","2025-08-29T10:11:26.572445Z","sms-00276","ham",1.748,"No objection. My bf not coming.","2025-08-29T10:11:26.572460Z"
400,"1","2025-08-29T10:11:27.940111Z","sms-00277","ham",1.182,"Thanx...","2025-08-29T10:11:27.940134Z"
401,"1","2025-08-29T10:11:32.249719Z","sms-00278","ham",4.125,"Tell rob to mack his gf in the theater","2025-08-29T10:11:32.249738Z"
402,"1","2025-08-29T10:11:34.747260Z","sms-00279","ham",2.313,"Awesome, I'll see you in a bit","2025-08-29T10:11:34.747281Z"
403,"1","2025-08-29T10:11:38.406185Z","sms-00280","ham",3.463,"Just sent it. So what type of food do you like?","2025-08-29T10:11:38.406201Z"
404,"1","2025-08-29T10:11:43.066608Z","sms-00281","ham",4.476,"All done? All handed in? Celebrations in full swing yet?","2025-08-29T10:11:43.066624Z"
405,"1","2025-08-29T10:11:45.300974Z","sms-00282","ham",2.043,"You got called a tool?","2025-08-29T10:11:45.300992Z"
406,"1","2025-08-29T10:11:50.534227Z","sms-00283","ham",5.047,"""Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch"" gdeve..","2025-08-29T10:11:50.534243Z"
407,"1","2025-08-29T10:11:52.542797Z","sms-00284","ham",1.838,"Ok. I asked for money how far","2025-08-29T10:11:52.542815Z"
408,"1","2025-08-29T10:11:55.112678Z","sms-00285","ham",2.382,"Okie...","2025-08-29T10:11:55.112697Z"
409,"1","2025-08-29T10:12:07.265329Z","sms-00286","ham",11.959,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down","2025-08-29T10:12:07.265355Z"
410,"1","2025-08-29T10:12:17.666967Z","sms-00287","ham",10.203,"K, I might come by tonight then if my class lets out early","2025-08-29T10:12:17.666982Z"
411,"1","2025-08-29T10:12:20.985640Z","sms-00288","ham",3.106,"Ok..","2025-08-29T10:12:20.985657Z"
412,"1","2025-08-29T10:12:24.076575Z","sms-00289","ham",2.913,"hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx","2025-08-29T10:12:24.076598Z"
413,"1","2025-08-29T10:12:30.726242Z","sms-00290","ham",6.47,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..","2025-08-29T10:12:30.726256Z"
414,"1","2025-08-29T10:12:38.807140Z","sms-00291","ham",7.89,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.","2025-08-29T10:12:38.807157Z"
415,"1","2025-08-29T10:12:45.708395Z","sms-00292","ham",6.704,"Hey you told your name to gautham ah?","2025-08-29T10:12:45.708412Z"
416,"1","2025-08-29T10:12:50.298358Z","sms-00293","ham",4.397,"Haf u found him? I feel so stupid da v cam was working.","2025-08-29T10:12:50.298372Z"
417,"1","2025-08-29T10:12:51.823486Z","sms-00294","ham",1.342,"Oops. 4 got that bit.","2025-08-29T10:12:51.823505Z"
418,"1","2025-08-29T10:12:54.911890Z","sms-00295","ham",2.902,"Are you this much buzy","2025-08-29T10:12:54.911908Z"
419,"1","2025-08-29T10:12:57.147597Z","sms-00296","ham",2.054,"I accidentally deleted the message. Resend please.","2025-08-29T10:12:57.147612Z"
420,"1","2025-08-29T10:12:59.545771Z","sms-00297","spam",2.192,"T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply","2025-08-29T10:12:59.545787Z"
421,"1","2025-08-29T10:13:04.182683Z","sms-00298","ham",4.464,"Unless it's a situation where YOU GO GURL would be more appropriate","2025-08-29T10:13:04.182697Z"
422,"1","2025-08-29T10:13:09.092215Z","sms-00299","ham",4.726,"Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL","2025-08-29T10:13:09.092236Z"
423,"1","2025-08-29T10:13:11.069488Z","sms-00300","ham",1.802,"I cant pick the phone right now. Pls send a message","2025-08-29T10:13:11.069505Z"
424,"1","2025-08-29T10:13:18.297593Z","sms-00301","ham",7.034,"Need a coffee run tomo?Can't believe it's that time of week already","2025-08-29T10:13:18.297611Z"
425,"1","2025-08-29T10:13:21.940161Z","sms-00302","ham",3.456,"Awesome, I remember the last time we got somebody high for the first time with diesel :V","2025-08-29T10:13:21.940183Z"
426,"1","2025-08-29T10:13:25.781018Z","sms-00303","ham",3.657,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?","2025-08-29T10:13:25.781035Z"
427,"1","2025-08-29T10:13:31.244611Z","sms-00304","ham",5.278,"Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ","2025-08-29T10:13:31.244634Z"
428,"1","2025-08-29T10:13:33.973345Z","sms-00305","ham",2.526,"He is a womdarfull actor","2025-08-29T10:13:33.973364Z"
429,"1","2025-08-29T10:13:35.766754Z","sms-00306","spam",1.604,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE","2025-08-29T10:13:35.766772Z"
430,"1","2025-08-29T10:13:37.704383Z","sms-00307","ham",1.746,"Yup... From what i remb... I think should be can book... ","2025-08-29T10:13:37.704406Z"
431,"1","2025-08-29T10:13:40.155161Z","sms-00308","ham",2.255,"Jos ask if u wana meet up?","2025-08-29T10:13:40.155176Z"
432,"1","2025-08-29T10:13:42.728841Z","sms-00309","ham",2.389,"Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.","2025-08-29T10:13:42.728860Z"
433,"1","2025-08-29T10:13:46.558898Z","sms-00310","spam",3.644,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468","2025-08-29T10:13:46.558917Z"
