id,text
sms-01303,I tot u reach liao. He said t-shirt.
sms-01304,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT"
sms-01305,I cant pick the phone right now. Pls send a message
sms-01306,Your right! I'll make the appointment right now.
sms-01307,Designation is software developer and may be she get chennai:)
sms-01308,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 
sms-01309,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
sms-01310,I jokin oni lar.. Ü busy then i wun disturb ü.
sms-01311,"Ok, be careful ! Don't text and drive !"
sms-01312,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it."
sms-01313,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.
sms-01314,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie
sms-01315,How abt making some of the pics bigger?
sms-01316,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.
sms-01317,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)"
sms-01318,Why nothing. Ok anyway give me treat
sms-01319,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
sms-01320,Ok...
sms-01321,Correct. So how was work today
sms-01322,"Just sent again. Do you scream and moan in bed, princess?"
sms-01323,"I wake up long ago already... Dunno, what other thing?"
sms-01324,Oh just getting even with u.... u?
sms-01325,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?
sms-01326,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
sms-01327,Yeah jay's sort of a fucking retard
sms-01328,"Sorry, was in the bathroom, sup"
sms-01329,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!
sms-01330,My exam is for february 4. Wish you a great day.
sms-01331,I dont know what to do to come out of this so only am ask questions like this dont mistake me.
sms-01332,"Aight no rush, I'll ask jay"
sms-01333,Good Morning plz call me sir
sms-01334,It's ok lar. U sleep early too... Nite...
sms-01335,"Oh... Icic... K lor, den meet other day..."
sms-01336,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*"
sms-01337,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)"
sms-01338,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that"
sms-01339,Then she buying today? Ü no need to c meh...
sms-01340,Aight sorry I take ten years to shower. What's the plan?
sms-01341,Every monday..nxt week vl be completing..
sms-01342,Might ax well im there.
sms-01343,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay
sms-01344,Yeah I'll try to scrounge something up
sms-01345,Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.
sms-01346,Were somewhere on Fredericksburg
sms-01347,Que pases un buen tiempo or something like that
sms-01348,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired
sms-01349,She doesnt need any test.
sms-01350,"Nothing much, chillin at home. Any super bowl plan?"
sms-01351,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk"
sms-01352,Bugis oso near wat... 
sms-01353,Yo theres no class tmrw right?
sms-01354,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
sms-01355,"Goodnight, sleep well da please take care pa. Please."
sms-01356,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
sms-01357,Convey my regards to him
sms-01358,U ned to convince him tht its not possible witot hurting his feeling its the main
sms-01359,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy"
sms-01360,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.
sms-01361,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read..."
sms-01362,Yo dude guess who just got arrested the other day
sms-01363,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?
sms-01364,What does the dance river do?
sms-01365,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger."
sms-01366,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt
sms-01367,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
sms-01368,Bbq this sat at mine from 6ish. Ur welcome 2 come
sms-01369,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …"
sms-01370,Alright. I'm out--have a good night!
sms-01371,Did you try making another butt.
sms-01372,Hope you are feeling great. Pls fill me in. Abiola
sms-01373,I though we shd go out n have some fun so bar in town or something – sound ok?
sms-01374,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
sms-01375,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324"
sms-01376,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION"
sms-01377,We're finally ready fyi
sms-01378,Auntie huai juan never pick up her phone
sms-01379,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
sms-01380,"Ya tel, wats ur problem.."
sms-01381,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
sms-01382,i dnt wnt to tlk wid u
sms-01383,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!"
sms-01384,Its ok my arm is feeling weak cuz i got a shot so we can go another time
sms-01385,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..
sms-01386,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
sms-01387,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?
sms-01388,All e best 4 ur exam later.
sms-01389,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.
sms-01390,Oh k.i think most of wi and nz players unsold.
sms-01391,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight."
sms-01392,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy"
sms-01393,"Haha just kidding, papa needs drugs"
sms-01394,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch..."
sms-01395,Oh ok..
sms-01396,R we still meeting 4 dinner tonight?
sms-01397,Thats cool! I am a gentleman and will treat you with dignity and respect.
sms-01398,Shall i start from hear.
sms-01399,Then we wait 4 u lor... No need 2 feel bad lar...
sms-01400,No did you check? I got his detailed message now
sms-01401,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
sms-01402,"No, I decided that only people who care about stuff vote and caring about stuff is for losers"
sms-01403,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...
sms-01404,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
sms-01405,cool. We will have fun practicing making babies!
sms-01406,Actually getting ready to leave the house.
sms-01407,K..k..any special today?
sms-01408,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU"
sms-01409,Then we gotta do it after that
sms-01410,"I've got ten bucks, jay is being noncomittal"
sms-01411,Where at were hungry too
sms-01412,Pls speak to that customer machan.
sms-01413,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
sms-01414,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
sms-01415,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs
sms-01416,So wats ur opinion abt him and how abt is character?
sms-01417,Jay is snickering and tells me that x is totally fucking up the chords as we speak
sms-01418,No..few hours before.went to hair cut .
sms-01419,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...
sms-01420,Lmao. Take a pic and send it to me.
sms-01421,"""Speak only when you feel your words are better than the silence..."" Gud mrng:-)"
sms-01422,No. She's currently in scotland for that.
sms-01423,Do you work all this week ?
sms-01424,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16
sms-01425,Lol great now im getting hungry.
sms-01426,Yes.. now only saw your message..
sms-01427,I'll be at mu in like  &lt;#&gt;  seconds
sms-01428,Ok...
sms-01429,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x
sms-01430,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up"
sms-01431,For sale - arsenal dartboard. Good condition but no doubles or trebles!
sms-01432,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!
sms-01433,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone"""
sms-01434,Thanks for ve lovely wisheds. You rock
sms-01435,You intrepid duo you! Have a great time and see you both soon. 
sms-01436,I asked sen to come chennai and search for job.
sms-01437,Dad went out oredi... 
sms-01438,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet."
sms-01439,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...
sms-01440,"Arms fine, how's Cardiff and uni? "
sms-01441,In fact when do you leave? I think addie goes back to school tues or wed
sms-01442,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)"
sms-01443,Ya:)going for restaurant..
sms-01444,"Its ok., i just askd did u knw tht no?"
sms-01445,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.
sms-01446,Those ducking chinchillas
sms-01447,I am in a marriage function
sms-01448,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.
sms-01449,Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!
sms-01450,As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts
sms-01451,say thanks2. 
sms-01452,Msg me when rajini comes.
sms-01453,Ya! when are ü taking ure practical lessons? I start in june..  
sms-01454,"That's good, because I need drugs"
sms-01455,Stupid.its not possible
sms-01456,Can ü all decide faster cos my sis going home liao..
sms-01457,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804
sms-01458,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..
sms-01459,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA
sms-01460,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
sms-01461,Bought one ringtone and now getting texts costing 3 pound offering more tones etc
sms-01462,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D"
sms-01463,Kinda. First one gets in at twelve! Aah. Speak tomo
sms-01464,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
sms-01465,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...
sms-01466,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
sms-01467,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
sms-01468,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
sms-01469,I wont touch you with out your permission.
sms-01470,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL
sms-01471,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
sms-01472,Take some small dose tablet for fever
sms-01473,Oh. U must have taken your REAL Valentine out shopping first.
sms-01474,"Just sent you an email – to an address with incomm in it, is that right?"
sms-01475,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early"
sms-01476,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
sms-01477,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!"
sms-01478,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?
sms-01479,Why you keeping me away like this
sms-01480,I think its far more than that but find out. Check google maps for a place from your dorm.
sms-01481,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.
sms-01482,Have you always been saying welp?
sms-01483,"I'm a guy, browsin is compulsory"
sms-01484,Ok...
sms-01485,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
sms-01486,"Sorry, I'll call later"
sms-01487,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)"
sms-01488,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea"
sms-01489,I told your number to gautham..
sms-01490,Tell them no need to investigate about me anywhere.
sms-01491,Ok i juz receive..
sms-01492,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later."
sms-01493,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz"
sms-01494,In the end she might still vomit but its okay. Not everything will come out.
sms-01495,How are you with moneY...as in to you...money aint a thing....how are you sha!
sms-01496,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c
sms-01497,Hey gals.. Anyone of u going down to e driving centre tmr?
sms-01498,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.
sms-01499,I'm putting it on now. It should be ready for  &lt;TIME&gt; 
sms-01500,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon"
sms-01501,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO"
sms-01502,Host-based IDPS for linux systems.
sms-01503,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
sms-01504,Don no da:)whats you plan?
sms-01505,Ill be there on  &lt;#&gt;  ok.
sms-01506,Oh my God. I'm almost home
sms-01507,Total video converter free download type this in google search:)
sms-01508,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.
sms-01509,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
sms-01510,Sounds like something that someone testing me would sayy
sms-01511,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.
sms-01512,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)"
sms-01513,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?
sms-01514,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*"
sms-01515,Hows the champ just leaving glasgow!
sms-01516,K:)all the best:)congrats...
sms-01517,I wonder if you'll get this text?
sms-01518,I need to come home and give you some good lovin...
sms-01519,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.
sms-01520,Shall i ask one thing if you dont mistake me.
sms-01521,Check wid corect speling i.e. Sarcasm
sms-01522,"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate"
sms-01523,Are you angry with me. What happen dear
sms-01524,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.
sms-01525,Yup ok thanx...
sms-01526,Hi:)cts employee how are you?
sms-01527,Pls pls find out from aunt nike.
sms-01528,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you"
sms-01529,No screaming means shouting..
sms-01530,Hey what happen de. Are you alright.
sms-01531,Should I have picked up a receipt or something earlier
sms-01532,I think chennai well settled?
sms-01533,Oh dang! I didn't mean o send that to you! Lol!
sms-01534,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
sms-01535,Horrible bf... I now v hungry...
sms-01536,Remember on that day..
sms-01537,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
sms-01538,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!
sms-01539,All sounds good. Fingers . Makes it difficult to type
sms-01540,Midnight at the earliest
sms-01541,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?
sms-01542,K come to nordstrom when you're done
sms-01543,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
sms-01544,Now press conference da:)
sms-01545,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow"
sms-01546,After completed degree. There is no use in joining finance.
sms-01547,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?"
sms-01548,Shant disturb u anymore... Jia you...
sms-01549,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...
sms-01550,"Me, i dont know again oh"
sms-01551,Dude sux for snake. He got old and raiden got buff
sms-01552,He says hi and to get your ass back to south tampa (preferably at a kegger)
sms-01553,In e msg jus now. U said thanks for gift.
sms-01554,U too...
sms-01555,Ok how you dear. Did you call chechi
sms-01556,Yeah we do totes. When u wanna?
sms-01557,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.
sms-01558,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)
sms-01559,Wat r u doing?
sms-01560,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
sms-01561,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
sms-01562,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?"
sms-01563,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.
sms-01564,Dude just saw a parked car with its sunroof popped up. Sux
sms-01565,Get ready to put on your excellent sub face :)
sms-01566,Tmrw. Im finishing 9 doors
sms-01567,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him."
sms-01568,I am late. I will be there at
sms-01569,"whatever, im pretty pissed off."
sms-01570,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
sms-01571,I dont have that much image in class.
sms-01572,No:-)i got rumour that you going to buy apartment in chennai:-)
sms-01573,Near kalainar tv office.thenampet
sms-01574,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL
sms-01575,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL
sms-01576,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.
sms-01577,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao..."
sms-01578,No. To be nosy I guess. Idk am I over reacting if I'm freaked?
sms-01579,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same."
sms-01580,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..
sms-01581,"Why is that, princess? I bet the brothas are all chasing you!"
sms-01582,"I shall book chez jules for half eight, if that's ok with you?"
sms-01583,Hhahhaahahah rofl wtf nig was leonardo in your room or something
sms-01584,"Yep, at derek's house now, see you Sunday &lt;3"
sms-01585,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day"
sms-01586,"Sorry, I'll call later"
sms-01587,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.
sms-01588,There are no other charges after transfer charges and you can withdraw anyhow you like
sms-01589,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
sms-01590,At 4. Let's go to bill millers
sms-01591,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo
sms-01592,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)"
sms-01593,That's my honeymoon outfit. :)
sms-01594,Will it help if we propose going back again tomorrow
sms-01595,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04
sms-01596,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
sms-01597,Pls confirm the time to collect the cheque.
sms-01598,As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062
sms-01599,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
sms-01600,Daddy will take good care of you :)
sms-01601,"Yeah probably, I still gotta check out with leo"
sms-01602,K.then any other special?
sms-01603,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
sms-01604,Ok pa. Nothing problem:-)
sms-01605,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! 
sms-01606,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
sms-01607,When you came to hostel.
sms-01608,Ok no prob... I'll come after lunch then...
sms-01609,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...
sms-01610,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?
sms-01611,You all ready for * big day tomorrow?
sms-01612,I'll probably be around mu a lot
sms-01613,645
sms-01614,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!
sms-01615,Thnx dude. u guys out 2nite?
sms-01616,Me sef dey laugh you. Meanwhile how's my darling anjie!
sms-01617,Mm i had my food da from out
sms-01618,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas"
sms-01619,Did u download the fring app?
sms-01620,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible
sms-01621,Friends that u can stay on fb chat with
sms-01622,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ..."
sms-01623,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
sms-01624,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
sms-01625,"Ah, well that confuses things, doesn‘t it?"
sms-01626,500 free text msgs. Just text ok to 80488 and we'll credit your account
sms-01627,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
sms-01628,Dear how you. Are you ok?
sms-01629,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS"
sms-01630,Yes princess! I want to make you happy...
